"year","month","day","country","region","city","attacktype","nkill","nwound"
2006,9,21,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2006,9,21,Israel,Middle East & North Africa,"Sha'ar Hanegev",Bombing/Explosion,0,0
2006,9,26,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,1
2006,9,27,Israel,Middle East & North Africa,"Ashqelon",Bombing/Explosion,0,0
2006,9,27,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2006,9,30,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2006,10,6,Israel,Middle East & North Africa,"Kfar Azza",Armed Assault,0,0
2006,11,7,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2006,11,12,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2006,11,15,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,4
2006,11,19,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,1
2006,11,26,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2006,11,27,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2006,11,28,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2006,12,27,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,2
2007,1,28,Israel,Middle East & North Africa,"Erez Crossing",Bombing/Explosion,0,0
2007,1,29,Israel,Middle East & North Africa,"Eilat",Bombing/Explosion,4,0
2007,2,21,Israel,Middle East & North Africa,"Sederot",Armed Assault,0,0
2007,2,24,Israel,Middle East & North Africa,NA,Armed Assault,0,0
2007,3,17,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2007,4,10,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,4,14,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,4,24,Israel,Middle East & North Africa,NA,Armed Assault,0,0
2007,5,6,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,2
2007,6,1,Israel,Middle East & North Africa,"Unknown (a kibbutz in the Negev)",Bombing/Explosion,0,0
2007,6,1,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2007,6,2,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,6,2,Israel,Middle East & North Africa,"Kisufim",Bombing/Explosion,0,0
2007,6,4,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2007,6,5,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,6,7,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2007,6,11,Israel,Middle East & North Africa,"Uninhabited",Bombing/Explosion,0,0
2007,6,12,Israel,Middle East & North Africa,"Sha'ar Hanegev",Bombing/Explosion,0,1
2007,6,12,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,6,14,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,6,14,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,7,1,Israel,Middle East & North Africa,"Seredot",Bombing/Explosion,0,0
2007,7,8,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2007,7,16,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,1
2007,7,23,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,3
2007,8,6,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2007,8,10,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,2,9
2007,8,17,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2007,8,23,Israel,Middle East & North Africa,"Ein Beit El Maa refugee camp in Nablus",Armed Assault,0,3
2007,8,25,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,8,26,Israel,Middle East & North Africa,NA,Bombing/Explosion,4,5
2007,8,28,Israel,Middle East & North Africa,"Sredot",Armed Assault,0,1
2007,9,3,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,10,22,Israel,Middle East & North Africa,"Negev (Desert)",Armed Assault,0,0
2007,10,23,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2007,10,31,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2007,11,4,Israel,Middle East & North Africa,NA,Bombing/Explosion,0,0
2007,11,4,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2007,11,4,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,1
2007,11,8,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2007,11,11,Israel,Middle East & North Africa,"Erez Crossing",Bombing/Explosion,0,0
2007,11,17,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,11,17,Israel,Middle East & North Africa,"Western Negev (Region)",Bombing/Explosion,0,0
2007,11,19,Israel,Middle East & North Africa,"Kedumim",Armed Assault,1,0
2007,11,19,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2007,11,19,Israel,Middle East & North Africa,"Netiv Ha'asarah",Armed Assault,4,0
2007,11,20,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,1
2007,11,21,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,11,21,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2007,11,24,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2007,11,26,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,2,0
2007,11,28,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2007,12,15,Israel,Middle East & North Africa,"Ramat Gan",Hostage Taking (Kidnapping),0,0
2008,1,1,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,1,2,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2008,1,2,Israel,Middle East & North Africa,"Kefar Azza",Bombing/Explosion,0,0
2008,1,3,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,1,16,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2008,1,19,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2008,1,19,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2008,1,21,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,1,22,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2008,1,24,Israel,Middle East & North Africa,"Shuafat",Armed Assault,1,1
2008,1,24,Israel,Middle East & North Africa,"Kfar Etzion",Armed Assault,2,3
2008,1,26,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2008,1,26,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2008,1,29,Israel,Middle East & North Africa,"Sederot and Kibbutz Sa'd",Bombing/Explosion,0,0
2008,2,4,Israel,Middle East & North Africa,"Dimona",Bombing/Explosion,3,11
2008,2,6,Israel,Middle East & North Africa,"Kibbutzh Beeri",Bombing/Explosion,0,2
2008,2,9,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,2
2008,2,18,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,2,Israel,Middle East & North Africa,"Netivot",Bombing/Explosion,0,0
2008,3,2,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,2,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,4,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,5,Israel,Middle East & North Africa,"Kibbutz Nir Oz",Bombing/Explosion,0,0
2008,3,6,Israel,Middle East & North Africa,"Kibbutz Ein Hashlosha",Bombing/Explosion,1,5
2008,3,6,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,2
2008,3,6,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,9,10
2008,3,11,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,3,12,Israel,Middle East & North Africa,"Kerem Shalom",Bombing/Explosion,0,0
2008,3,13,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,16,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,16,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,3,16,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,18,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,1
2008,3,19,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,19,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,19,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2008,3,19,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2008,3,19,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2008,3,19,Israel,Middle East & North Africa,"Nahal Oz",Bombing/Explosion,0,0
2008,3,19,Israel,Middle East & North Africa,"Ziqqim",Bombing/Explosion,0,0
2008,3,19,Israel,Middle East & North Africa,"Kerem Shalom",Bombing/Explosion,0,0
2008,3,20,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,3,20,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,21,Israel,Middle East & North Africa,"Hebron",Armed Assault,0,1
2008,3,21,Israel,Middle East & North Africa,NA,Bombing/Explosion,0,0
2008,3,22,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,3,24,Israel,Middle East & North Africa,"Sha'ar HaNegev",Bombing/Explosion,0,0
2008,3,24,Israel,Middle East & North Africa,NA,Bombing/Explosion,0,0
2008,3,24,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,24,Israel,Middle East & North Africa,"Nahal Oz",Bombing/Explosion,0,0
2008,3,26,Israel,Middle East & North Africa,NA,Armed Assault,0,1
2008,3,26,Israel,Middle East & North Africa,NA,Bombing/Explosion,0,0
2008,3,26,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,3,27,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2008,3,27,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,3,27,Israel,Middle East & North Africa,"Kibbutz Ein",Bombing/Explosion,0,0
2008,3,28,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2008,3,28,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,28,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,28,Israel,Middle East & North Africa,"Sha'ar HaNegev",Bombing/Explosion,0,2
2008,3,28,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,28,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,29,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,29,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,3,29,Israel,Middle East & North Africa,NA,Bombing/Explosion,0,0
2008,3,30,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2008,3,31,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,4,2,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,2
2008,4,9,Israel,Middle East & North Africa,"Nahal Oz",Armed Assault,2,2
2008,4,12,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,1
2008,4,14,Israel,Middle East & North Africa,"Kerem Shalom",Bombing/Explosion,0,0
2008,4,14,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,4,15,Israel,Middle East & North Africa,"Ein HaShlosha",Armed Assault,0,0
2008,4,16,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2008,4,18,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,4,27,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,4,28,Israel,Middle East & North Africa,"Shaar HaNegev",Bombing/Explosion,0,0
2008,4,29,Israel,Middle East & North Africa,"Kerem Shalom",Bombing/Explosion,0,0
2008,4,29,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2008,4,29,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,5
2008,4,30,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2008,5,1,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2008,5,5,Israel,Middle East & North Africa,"Shaar HaNegev",Bombing/Explosion,0,2
2008,5,5,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,5
2008,5,5,Israel,Middle East & North Africa,"Erez",Bombing/Explosion,0,0
2008,5,9,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,1,3
2008,5,9,Israel,Middle East & North Africa,"Kufr Aza",Bombing/Explosion,1,3
2008,5,11,Israel,Middle East & North Africa,"Kerem Shalom",Bombing/Explosion,0,0
2008,5,12,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,1,0
2008,5,14,Israel,Middle East & North Africa,"Ashqelon",Bombing/Explosion,0,14
2008,5,14,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,62
2008,5,30,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2008,6,3,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2008,6,3,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,5
2008,6,4,Israel,Middle East & North Africa,"Nahal Oz",Bombing/Explosion,0,1
2008,6,4,Israel,Middle East & North Africa,"Sufa",Bombing/Explosion,0,0
2008,6,5,Israel,Middle East & North Africa,"Nir Oz",Bombing/Explosion,1,3
2008,6,6,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2008,6,6,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2008,6,9,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2008,6,11,Israel,Middle East & North Africa,"Nir Oz",Bombing/Explosion,0,1
2008,6,11,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,1
2008,6,18,Israel,Middle East & North Africa,"Kufr Aza",Bombing/Explosion,0,0
2008,6,18,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2008,6,18,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,6,24,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,4
2008,6,30,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2008,7,2,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,4,45
2008,7,7,Israel,Middle East & North Africa,"Karni",Bombing/Explosion,0,0
2008,7,24,Israel,Middle East & North Africa,"Karni",Bombing/Explosion,0,0
2008,8,17,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2008,9,25,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
2008,11,7,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2008,11,14,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,1
2008,11,15,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,1
2008,11,16,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2008,12,16,Israel,Middle East & North Africa,"Shaar HaNegev",Bombing/Explosion,0,0
2008,12,17,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2008,12,20,Israel,Middle East & North Africa,"Shaar HaNegev",Bombing/Explosion,0,0
2008,12,21,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,1
2008,12,26,Israel,Middle East & North Africa,"Eshkolot",Bombing/Explosion,0,0
2008,12,27,Israel,Middle East & North Africa,"Netivot",Bombing/Explosion,1,6
2008,12,29,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,1,5
2008,12,30,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,4
2008,12,30,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,4
2008,12,30,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,2
2008,12,30,Israel,Middle East & North Africa,"Beersheba",Bombing/Explosion,0,2
2008,12,30,Israel,Middle East & North Africa,"Nahal Oz",Bombing/Explosion,2,5
2008,12,31,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,5
2008,12,31,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,1
2009,1,1,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2009,1,1,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2009,1,1,Israel,Middle East & North Africa,"Sa'ad",Bombing/Explosion,0,0
2009,1,1,Israel,Middle East & North Africa,"Nahal Oz",Bombing/Explosion,0,0
2009,1,2,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,2
2009,1,3,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,2
2009,1,3,Israel,Middle East & North Africa,"Eshkolot",Bombing/Explosion,0,0
2009,1,3,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,3
2009,1,3,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2009,1,3,Israel,Middle East & North Africa,"Netivot",Bombing/Explosion,0,0
2009,1,4,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,10
2009,1,4,Israel,Middle East & North Africa,"Eshkolot",Bombing/Explosion,0,2
2009,1,5,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,2
2009,1,6,Israel,Middle East & North Africa,"Gedera",Bombing/Explosion,0,6
2009,1,8,Israel,Middle East & North Africa,"Nahariyah",Bombing/Explosion,0,2
2009,1,16,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2009,1,18,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,1
2009,1,18,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,1
2009,2,3,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,1
2009,2,5,Israel,Middle East & North Africa,"Nahariyah",Bombing/Explosion,0,2
2009,2,13,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2009,2,20,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2009,2,21,Israel,Middle East & North Africa,"Galilee",Bombing/Explosion,0,1
2009,2,21,Israel,Middle East & North Africa,"Maalot",Bombing/Explosion,0,3
2009,2,26,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2009,2,28,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2009,3,1,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2009,3,5,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,1,2
2009,3,5,Israel,Middle East & North Africa,"Netivot",Bombing/Explosion,0,0
2009,3,5,Israel,Middle East & North Africa,"Shaar HaNegev",Bombing/Explosion,0,0
2009,3,6,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2009,3,22,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,0,0
2009,4,15,Israel,Middle East & North Africa,"Eshkolot",Bombing/Explosion,0,0
2009,9,3,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2009,9,16,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2009,11,22,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2010,3,4,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,2,12
2010,3,11,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2010,3,17,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,3
2010,3,18,Israel,Middle East & North Africa,"Netiv Haasara",Bombing/Explosion,1,0
2010,3,18,Israel,Middle East & North Africa,"Netiv Haasara",Bombing/Explosion,1,0
2010,5,25,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2010,6,24,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2010,9,4,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2010,9,12,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2010,9,15,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2010,11,19,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2010,11,19,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2010,12,8,Israel,Middle East & North Africa,"Kerem Shalom",Bombing/Explosion,0,1
2010,12,21,Israel,Middle East & North Africa,"Ashqelon",Bombing/Explosion,0,1
2011,1,4,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2011,1,8,Israel,Middle East & North Africa,"Shaar HaNegev",Bombing/Explosion,0,2
2011,1,25,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2011,2,9,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,10
2011,2,23,Israel,Middle East & North Africa,"Beersheba",Bombing/Explosion,0,0
2011,2,23,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2011,3,5,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2011,3,22,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,0
2011,3,23,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,1,20
2011,3,23,Israel,Middle East & North Africa,"Beersheba",Bombing/Explosion,0,0
2011,4,4,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2011,4,7,Israel,Middle East & North Africa,"Kibbutz Sa'ad",Bombing/Explosion,1,1
2011,4,8,Israel,Middle East & North Africa,"Eshkolot",Bombing/Explosion,0,0
2011,4,9,Israel,Middle East & North Africa,"Eshkolot",Bombing/Explosion,0,0
2011,4,10,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2011,4,10,Israel,Middle East & North Africa,"Eshkolot",Bombing/Explosion,0,0
2011,4,11,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2011,4,12,Israel,Middle East & North Africa,"Rishon Letzion",Bombing/Explosion,0,0
2011,4,18,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2011,7,12,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2011,8,1,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,1
2011,8,7,Israel,Middle East & North Africa,"Shaar HaNegev",Bombing/Explosion,0,0
2011,8,18,Israel,Middle East & North Africa,"Sdot Negav",Bombing/Explosion,0,0
2011,8,18,Israel,Middle East & North Africa,"Eilat",Armed Assault,0,5
2011,8,18,Israel,Middle East & North Africa,"Eilat",Armed Assault,10,0
2011,8,18,Israel,Middle East & North Africa,"Eilat",Bombing/Explosion,0,5
2011,8,18,Israel,Middle East & North Africa,"Eilat",Armed Assault,5,0
2011,8,18,Israel,Middle East & North Africa,"Eilat",Bombing/Explosion,2,0
2011,8,19,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,7
2011,8,19,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,0
2011,8,19,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,5
2011,8,20,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,3
2011,8,20,Israel,Middle East & North Africa,"Beersheba",Bombing/Explosion,1,6
2011,8,20,Israel,Middle East & North Africa,"Beersheba",Bombing/Explosion,0,8
2011,8,20,Israel,Middle East & North Africa,"Eshkolot",Bombing/Explosion,0,0
2011,8,20,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2011,8,24,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,1
2011,8,24,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,1
2011,8,24,Israel,Middle East & North Africa,"Beersheba",Bombing/Explosion,0,0
2011,8,24,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2011,8,24,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2011,8,25,Israel,Middle East & North Africa,"Erez (Dimrah)",Bombing/Explosion,0,0
2011,8,25,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2011,8,28,Israel,Middle East & North Africa,"Beersheba",Bombing/Explosion,0,0
2011,9,7,Israel,Middle East & North Africa,"Shaar HaNegev",Bombing/Explosion,0,0
2011,9,27,Israel,Middle East & North Africa,"Shaar HaNegev",Bombing/Explosion,0,0
2011,9,29,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2011,10,3,Israel,Middle East & North Africa,"Galilee",Facility/Infrastructure Attack,0,0
2011,10,29,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,2
2011,10,29,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,1,0
2011,10,30,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,0,0
